x,y,z
12.079228,54.112572,7.3
12.080183,54.115622,4.0
12.078884,54.114439,5.7
12.078100,54.112794,8.8
12.077600,54.115962,5.2
12.077386,54.116043,5.5
12.075411,54.113752,9.3
12.075205,54.113936,9.0
12.074919,54.114189,8.9
12.082499,54.124736,3.4
12.087061,54.117162,2.3
12.086507,54.117896,2.5
12.085504,54.117055,2.4
12.085959,54.119364,2.3
12.085128,54.116936,2.5
12.085226,54.117477,2.5
12.084801,54.120495,2.5
12.084745,54.120645,2.6
12.084689,54.120794,2.8
12.084634,54.120943,2.9
12.085377,54.120891,2.1
12.085183,54.121634,2.6
12.084997,54.122275,3.1
12.084788,54.122704,3.0
12.084799,54.122806,2.8
12.084770,54.122904,2.9
12.084795,54.123008,2.8
12.085217,54.124953,2.9
12.084827,54.124732,2.8
12.084514,54.121273,3.1
12.084721,54.117883,2.6
12.084047,54.117711,3.1
12.084145,54.118770,3.0
12.084578,54.121092,2.9
12.084551,54.123520,2.8
12.084112,54.124062,2.9
12.083795,54.125215,2.6
12.083887,54.117283,3.2
12.083335,54.119282,4.6
12.084406,54.121639,3.6
12.084244,54.121784,3.2
12.083688,54.120712,3.5
12.082254,54.119610,4.6
12.081997,54.121283,4.1
12.082009,54.116766,4.0
12.081474,54.117609,3.7
12.081630,54.118146,3.7
12.082230,54.118518,4.1
12.081522,54.119511,4.2
12.080931,54.120766,4.5
12.081313,54.121502,4.1
12.081234,54.122190,4.0
12.080977,54.122224,4.0
12.080789,54.122518,3.9
12.080383,54.122256,3.6
12.080779,54.117024,4.6
12.080102,54.118963,4.3
12.080544,54.119547,4.5
12.079897,54.120207,4.4
12.079918,54.121353,4.1
12.079805,54.122814,3.5
12.078878,54.120854,4.0
12.079049,54.121219,4.2
12.078959,54.121152,4.2
12.079125,54.122818,3.9
12.079020,54.122677,4.3
12.079584,54.123244,3.4
12.079445,54.123115,3.5
12.079284,54.122966,3.8
12.079055,54.124243,3.2
12.079289,54.117763,4.2
12.078864,54.118286,4.4
12.078377,54.118599,4.6
12.078994,54.119410,4.6
12.078618,54.122387,4.7
12.078454,54.122271,4.9
12.078257,54.122808,4.1
12.078182,54.123017,3.4
12.078538,54.121728,4.3
12.077826,54.121703,5.0
12.078291,54.122121,5.2
12.078129,54.121976,5.5
12.077964,54.121828,5.6
12.077954,54.116609,4.5
12.078127,54.118703,4.5
12.077232,54.121159,4.6
12.077105,54.121000,4.4
12.077770,54.121645,5.1
12.077630,54.121520,5.2
12.077346,54.121422,4.9
12.076989,54.122492,3.2
12.076647,54.119994,4.5
12.076942,54.120264,4.3
12.076571,54.120571,4.6
12.076959,54.120880,4.3
12.076869,54.120844,4.3
12.076733,54.120716,4.4
12.076092,54.120135,4.6
12.076374,54.120392,4.7
12.076265,54.120290,4.7
12.076205,54.120237,4.6
12.076433,54.120444,4.7
12.077808,54.124755,3.1
12.075058,54.120667,3.0
12.076077,54.123163,3.4
12.074616,54.120286,3.9
12.074848,54.123683,2.9
12.074809,54.121551,3.6
12.075079,54.122374,3.5
12.074200,54.121099,3.3
12.090539,54.151937,2.0
12.092342,54.154750,2.0
12.091806,54.153809,1.5
12.091215,54.154095,2.0
12.091206,54.154327,2.0
12.091508,54.154460,1.9
12.091171,54.154707,1.9
12.090242,54.152305,1.9
12.090142,54.152214,2.1
12.090074,54.153836,2.0
12.090020,54.152492,2.1
12.089980,54.152680,1.8
12.075226,54.173685,0.9
12.075242,54.173793,1.1
12.075158,54.174696,1.3
12.066762,54.176360,0.1
12.075736,54.172277,1.0
12.075560,54.172276,1.2
12.078587,54.173586,1.8
12.078503,54.173713,1.7
12.078491,54.173850,1.7
12.078692,54.173906,1.7
12.075494,54.172404,1.3
12.075236,54.172394,1.4
12.075334,54.172184,1.2
12.075395,54.172253,1.3
12.075602,54.172374,1.1
12.075472,54.172481,1.1
12.075258,54.172538,1.8
12.067776,54.174580,0.3
12.068814,54.176244,0.9
12.068892,54.176237,0.9
12.070335,54.175524,0.4
12.069704,54.176037,0.6
12.068531,54.176069,0.3
12.073737,54.175521,0.7
12.073376,54.176006,0.0
12.077507,54.167738,1.2
12.068041,54.174229,0.4
12.075020,54.172073,0.2
12.067008,54.176199,0.5
12.073402,54.175550,1.1
12.077018,54.175753,1.5
12.077084,54.175758,1.6
12.067581,54.176169,0.5
12.067638,54.176203,0.7
12.078363,54.172491,1.3
12.080708,54.169943,1.2
12.080774,54.169823,1.3
12.080220,54.171901,1.3
12.079945,54.172158,1.3
12.079565,54.172511,1.7
12.079239,54.172817,2.9
12.078878,54.173175,2.8
12.080549,54.170470,0.8
12.079841,54.170940,1.3
12.077791,54.172152,2.7
12.077198,54.171944,1.9
12.077943,54.170804,1.6
12.080004,54.171962,1.3
12.078006,54.171488,1.8
12.080767,54.171914,1.4
12.081079,54.171563,1.5
12.080644,54.170413,0.8
12.081004,54.170633,1.4
12.081169,54.170397,1.2
12.081167,54.169987,1.5
12.081029,54.170108,1.4
12.080679,54.170234,0.9
12.080397,54.170353,0.9
12.080382,54.170205,1.0
12.080096,54.169853,1.0
12.079268,54.169945,1.5
12.079409,54.170382,1.6
12.080353,54.170827,1.1
12.079318,54.170619,1.6
12.079044,54.171130,1.7
12.078514,54.171163,1.8
12.078775,54.171978,1.5
12.079246,54.171912,1.5
12.079537,54.171520,1.5
12.080240,54.171688,1.3
12.081798,54.170737,1.5
12.070278,54.174670,-0.5
12.068658,54.174567,-0.1
12.068435,54.174701,-0.1
12.067785,54.174505,0.3
12.067719,54.174702,0.5
12.075311,54.175674,1.2
12.077236,54.175767,1.6
12.077310,54.175771,1.6
12.068961,54.176173,0.8
12.068442,54.176208,0.8
12.067290,54.175894,0.2
12.074386,54.175209,0.6
12.077297,54.173861,1.6
12.077000,54.173737,2.3
12.076860,54.173489,1.9
12.077044,54.167948,1.0
12.076962,54.168073,1.0
12.076662,54.168153,1.0
12.074611,54.174962,0.5
12.074718,54.174983,0.6
12.074712,54.174957,0.6
12.076511,54.173071,1.0
12.076434,54.172888,0.5
12.077222,54.167773,1.2
12.076626,54.168379,1.0
12.076371,54.168473,0.9
12.076254,54.168530,0.9
12.076112,54.168600,0.9
12.074301,54.175209,0.6
12.074038,54.175242,0.4
12.072031,54.175452,1.2
12.072271,54.175212,0.8
12.071426,54.175410,0.9
12.071153,54.175323,0.7
12.070813,54.175437,0.3
12.070572,54.175558,0.5
12.072168,54.175818,1.1
12.075655,54.168135,-0.3
12.075713,54.168007,-0.3
12.075932,54.167987,-0.2
12.075065,54.168403,-0.3
12.075763,54.168483,0.7
12.075632,54.168414,0.7
12.075518,54.168344,0.5
12.076038,54.168421,0.8
12.075967,54.168170,0.2
12.073173,54.175715,0.9
12.075757,54.175682,1.2
12.077404,54.175771,1.7
12.077872,54.175658,1.7
12.077774,54.175811,1.7
12.078132,54.175835,1.7
12.071488,54.175896,0.9
12.071245,54.175909,0.8
12.070746,54.175961,0.5
12.071175,54.175916,0.7
12.070720,54.175787,0.5
12.070557,54.175888,0.5
12.070674,54.176024,0.5
12.069980,54.176097,0.6
12.069430,54.176106,0.7
12.068983,54.176117,0.7
12.068557,54.176207,0.8
12.068137,54.176248,0.8
12.067123,54.176139,0.4
12.066891,54.176289,0.5
12.067344,54.175892,0.2
12.067853,54.175769,0.2
12.068136,54.175870,0.2
12.068523,54.175715,0.1
12.068367,54.175838,0.2
12.068591,54.175724,0.1
12.068767,54.175721,0.2
12.068788,54.175795,0.2
12.069918,54.175510,0.5
12.070279,54.175582,0.4
12.076752,54.172915,1.1
12.076942,54.171455,1.2
12.077278,54.173523,2.6
12.075190,54.174547,0.8
12.074681,54.175158,0.6
12.074136,54.175207,0.5
12.071574,54.175475,0.9
12.071826,54.175407,1.0
12.072130,54.175377,1.0
12.071311,54.175476,0.9
12.070985,54.175500,0.7
12.070745,54.175538,0.5
12.070465,54.175572,0.4
12.072322,54.175749,1.1
12.072011,54.175673,1.1
12.077099,54.167636,1.5
12.076154,54.168290,0.7
12.073875,54.175249,0.4
12.073598,54.175234,0.6
12.073366,54.175268,0.8
12.072961,54.175296,0.8
12.072666,54.175372,1.0
12.072394,54.175371,1.0
12.071770,54.175695,0.8
12.073039,54.175598,1.0
12.072864,54.175734,1.0
12.074391,54.175452,0.7
12.074660,54.175444,0.6
12.075109,54.175609,1.0
12.076732,54.175585,1.3
12.076470,54.175573,1.1
12.076208,54.175561,1.2
12.075946,54.175548,1.1
12.075684,54.175536,1.0
12.075268,54.175429,0.5
12.076979,54.175515,1.4
12.077782,54.175565,1.7
12.077522,54.175538,1.6
12.077239,54.175526,1.5
12.072547,54.175710,1.2
12.071542,54.175730,0.9
12.071298,54.175745,0.9
12.071038,54.175774,0.7
12.070797,54.175788,0.6
12.070359,54.175857,0.4
12.070473,54.176006,0.5
12.070589,54.176164,0.5
12.070019,54.176153,0.6
12.069793,54.175941,0.5
12.069527,54.175956,0.4
12.069282,54.175995,0.5
12.069064,54.176026,0.5
12.068769,54.176038,0.4
12.068259,54.176091,0.5
12.067985,54.176104,0.6
12.067749,54.176153,0.6
12.067504,54.176130,0.4
12.066971,54.176146,0.4
12.067219,54.176136,0.4
12.066939,54.175903,0.2
12.067191,54.175907,0.2
12.067444,54.175889,0.2
12.067716,54.175879,0.2
12.067955,54.175853,0.3
12.068230,54.175843,0.2
12.068492,54.175814,0.2
12.068698,54.175804,0.2
12.068946,54.175787,0.2
12.076848,54.173256,1.3
12.078277,54.175590,1.6
12.078250,54.175766,1.7
12.070179,54.175594,0.4
12.069599,54.175656,0.5
12.069184,54.175749,0.2
12.075273,54.173969,0.8
12.078081,54.173612,1.6
12.078084,54.174768,2.2
12.067128,54.176611,1.6
12.069491,54.176458,1.4
12.068594,54.176552,1.4
12.069280,54.176355,1.2
12.076157,54.175180,1.1
12.076551,54.175217,1.0
12.071938,54.176241,0.9
12.071654,54.176265,0.9
12.067197,54.174876,0.4
12.068292,54.174573,0.0
12.067005,54.176699,1.7
12.067034,54.174870,0.4
12.066588,54.174581,0.6
12.075538,54.172657,0.5
12.067381,54.174506,0.8
12.067250,54.174455,0.8
12.067199,54.174519,0.6
12.067247,54.174325,0.8
12.075317,54.175920,1.4
12.078123,54.176042,1.9
12.065995,54.174273,0.9
12.065953,54.174126,1.0
12.066610,54.174126,0.9
12.066007,54.174417,0.8
12.066115,54.174604,0.8
12.065361,54.174387,1.0
12.065319,54.174571,0.9
12.065320,54.174757,0.8
12.065321,54.174916,0.7
12.065777,54.174869,0.8
12.066103,54.174869,0.7
12.066409,54.174871,0.6
12.066308,54.175040,0.5
12.069448,54.174765,-0.1
12.069689,54.174692,-0.2
12.067973,54.174356,0.2
12.067903,54.174502,0.2
12.067647,54.174458,0.8
12.067679,54.174404,1.0
12.067701,54.174261,0.6
12.067557,54.174324,0.7
12.067186,54.174313,0.9
12.067253,54.174356,0.9
12.067074,54.174581,0.4
12.067243,54.174614,0.3
12.067220,54.174676,0.4
12.067307,54.174645,0.6
12.067301,54.174713,0.5
12.067417,54.174608,0.7
12.067425,54.174699,0.5
12.067499,54.174629,0.5
12.067522,54.174767,0.3
12.067805,54.174842,0.2
12.067984,54.174778,0.2
12.068154,54.174702,0.1
12.068351,54.174763,0.0
12.068555,54.174829,-0.2
12.068568,54.174687,-0.1
12.068797,54.174620,-0.2
12.068801,54.174704,-0.2
12.068910,54.174725,-0.2
12.075806,54.172421,0.8
12.075473,54.172575,1.4
12.075257,54.172599,1.7
12.075471,54.172694,1.4
12.075244,54.172716,1.9
12.075453,54.172853,1.3
12.075280,54.172856,2.0
12.075341,54.172945,1.6
12.075178,54.172983,1.8
12.075388,54.173050,1.2
12.075201,54.173109,1.5
12.075429,54.173117,0.9
12.075379,54.173203,1.1
12.075180,54.173186,1.4
12.075220,54.173254,1.6
12.075165,54.173349,1.5
12.075211,54.173485,1.1
12.075236,54.173584,0.9
12.075257,54.174279,0.5
12.076661,54.174002,0.5
12.076437,54.174010,0.5
12.076219,54.174008,0.4
12.075948,54.174013,0.1
12.076489,54.174425,0.9
12.075985,54.174341,0.6
12.076200,54.174339,0.6
12.076448,54.174301,0.7
12.076747,54.174225,1.0
12.076954,54.174230,1.1
12.076987,54.174020,1.3
12.077176,54.174004,1.4
12.077151,54.174218,1.2
12.076942,54.174334,1.2
12.077139,54.174364,1.4
12.077406,54.174455,1.6
12.077590,54.174538,2.0
12.077393,54.174562,2.2
12.077388,54.174686,2.2
12.077386,54.174714,2.6
12.077382,54.174760,2.7
12.076844,54.174784,1.4
12.078157,54.173225,1.6
12.077577,54.174052,1.7
12.070090,54.169876,-0.3
12.075002,54.172342,1.0
12.069157,54.170535,0.0
12.068135,54.174421,0.1
12.068096,54.174228,0.3
12.068122,54.174374,0.2
12.075455,54.173987,0.6
12.075367,54.174033,0.5
12.075166,54.174041,0.7
12.075616,54.174767,0.9
12.075632,54.174680,0.9
12.075174,54.174762,1.2
12.077878,54.174596,1.8
12.077864,54.174632,2.3
12.078623,54.174203,1.6
12.078524,54.174470,1.5
12.078149,54.175173,1.8
12.078087,54.175358,1.6
12.077688,54.174943,2.6
12.077579,54.174922,2.7
12.077797,54.175095,2.1
12.077736,54.175092,2.2
12.076099,54.174915,1.3
12.075622,54.174891,0.8
12.075385,54.174881,0.8
12.075311,54.174876,0.8
12.071772,54.175940,0.9
12.071499,54.176178,0.9
12.071407,54.176161,0.8
12.071201,54.176226,0.8
12.071070,54.176200,0.7
12.070802,54.176059,0.5
12.070769,54.176172,0.6
12.069369,54.176454,1.3
12.068426,54.176561,1.3
12.068186,54.176596,1.4
12.068043,54.176476,1.3
12.068095,54.176474,1.3
12.067764,54.176308,0.9
12.067642,54.176321,0.9
12.067500,54.176351,0.9
12.067249,54.176466,1.2
12.067184,54.176440,1.1
12.067137,54.176442,1.0
12.071866,54.175918,1.0
12.072046,54.176149,0.9
12.072093,54.176153,1.0
12.072133,54.176207,0.9
12.073099,54.175791,0.9
12.073242,54.176148,0.9
12.073253,54.176191,1.0
12.072453,54.176085,1.1
12.076525,54.175908,1.5
12.075283,54.175717,1.3
12.075093,54.175708,1.5
12.076596,54.175880,1.5
12.077013,54.175793,1.6
12.077295,54.175806,1.7
12.077609,54.175855,1.8
12.077942,54.175862,1.7
12.077669,54.175843,1.7
12.075868,54.175748,1.3
12.075460,54.175734,1.3
12.068371,54.174486,-0.1
12.068309,54.174275,0.0
12.078392,54.175120,1.7
12.078288,54.175313,1.4
12.078006,54.174878,2.4
12.077610,54.175276,1.8
12.077860,54.175301,1.8
12.075669,54.175155,0.9
12.075913,54.175167,1.0
12.076401,54.175192,1.0
12.076645,54.175204,1.1
12.076886,54.175232,1.3
12.077130,54.175249,1.5
12.077367,54.175264,1.7
12.075420,54.175161,0.8
12.075150,54.175151,0.7
12.074058,54.175895,0.4
12.075111,54.175805,1.6
12.066744,54.176176,0.3
12.066691,54.176648,1.3
12.066988,54.176635,1.6
12.067331,54.176614,1.7
12.067445,54.176612,1.7
12.067696,54.176601,1.6
12.068002,54.176601,1.5
12.068329,54.176575,1.4
12.070094,54.176416,1.2
12.077754,54.176019,1.8
12.077459,54.175991,1.8
12.076727,54.175972,1.6
12.076930,54.175992,1.7
12.077128,54.176001,1.8
12.076395,54.175975,1.5
12.076188,54.175975,1.4
12.075627,54.175951,1.3
12.075990,54.175950,1.4
12.075171,54.175992,1.4
12.072546,54.176180,1.1
12.073163,54.176072,0.8
12.072896,54.176141,0.9
12.073552,54.176043,0.4
12.072267,54.176208,1.0
12.071358,54.176292,0.9
12.071052,54.176297,0.9
12.070751,54.176351,0.8
12.069759,54.176443,1.4
12.069244,54.176494,1.3
12.069142,54.176502,1.3
12.068861,54.176527,1.4
12.080457,54.172120,1.3
12.080094,54.172458,1.5
12.079742,54.172785,2.0
12.079389,54.173111,2.3
12.079077,54.173480,1.7
12.079184,54.173818,1.5
12.078840,54.174265,1.5
12.078542,54.174777,1.6
12.074237,54.104316,16.5
12.073772,54.104837,17.0
12.073769,54.104488,16.9
12.072461,54.103727,19.0
12.072106,54.104079,18.5
12.076674,54.057692,46.7
12.075174,54.057512,48.1
12.074616,54.057911,46.9
12.075905,54.057688,48.5
12.075909,54.057661,48.6
12.075292,54.057426,47.7
12.077029,54.062447,45.3
12.076963,54.062669,44.8
12.089318,54.064948,43.3
12.088944,54.065050,43.7
12.089394,54.090198,21.1
12.089489,54.091539,20.8
12.089334,54.092147,20.9
12.089309,54.092172,20.9
12.089257,54.092221,20.9
12.089264,54.092121,21.0
12.089212,54.092170,20.9
12.089160,54.092220,21.0
12.089013,54.091266,20.9
12.088961,54.092045,21.1
12.089032,54.092071,21.1
12.088980,54.092121,21.1
12.088955,54.092146,21.1
12.089109,54.092269,21.0
12.089207,54.092477,21.0
12.089064,54.092615,21.1
12.089531,54.097059,15.5
12.088929,54.092170,21.1
12.088884,54.092120,21.1
12.088878,54.092219,21.1
12.088833,54.092169,21.1
12.088729,54.091995,21.2
12.088652,54.092070,21.3
12.088752,54.092344,21.2
12.088656,54.092436,21.3
12.088851,54.091137,21.0
12.088626,54.092094,21.3
12.088600,54.092119,21.3
12.088608,54.092482,21.4
12.087604,54.093430,22.4
12.086044,54.095065,21.0
12.089725,54.100813,15.4
12.089510,54.099311,16.9
12.089101,54.100133,16.5
12.088998,54.100259,16.4
12.089054,54.100919,15.4
12.089275,54.104516,10.0
12.088898,54.100435,16.3
12.088721,54.099276,17.5
12.088615,54.099349,17.4
12.088513,54.099434,17.6
12.088376,54.099759,17.2
12.088512,54.101358,14.9
12.088132,54.100167,16.8
12.088030,54.100488,16.4
12.087999,54.102803,13.4
12.088177,54.099819,17.2
12.088307,54.099891,17.2
12.087989,54.103857,11.8
12.087448,54.099997,16.7
12.087311,54.099964,16.6
12.087116,54.101111,16.0
12.087359,54.101511,15.3
12.087205,54.101611,15.2
12.087127,54.103005,13.7
12.086813,54.100753,16.4
12.086710,54.100627,16.5
12.086634,54.100529,16.5
12.086076,54.101849,15.5
12.086059,54.102191,14.7
12.085797,54.102288,14.7
12.086003,54.103627,14.0
12.085475,54.101437,16.5
12.085452,54.102653,15.1
12.085575,54.102821,14.8
12.085465,54.103437,15.1
12.085295,54.101876,16.2
12.085291,54.102457,15.4
12.085401,54.103644,15.2
12.084842,54.101755,16.7
12.084867,54.103057,15.9
12.084641,54.101570,17.2
12.084710,54.101833,16.7
12.084613,54.104767,13.8
12.084352,54.102333,16.5
12.084348,54.101291,18.0
12.084443,54.101421,17.7
12.084373,54.103674,16.3
12.083853,54.101828,17.5
12.084022,54.102019,16.9
12.083685,54.101601,17.8
12.083737,54.101619,17.7
12.083791,54.104076,15.1
12.083519,54.102597,16.5
12.083388,54.101330,18.3
12.083318,54.101349,18.3
12.083514,54.101440,18.1
12.083497,54.104626,14.4
12.083478,54.105731,12.3
12.083332,54.106439,10.7
12.083170,54.102107,17.2
12.083086,54.101482,18.4
12.082932,54.101393,18.8
12.082929,54.103003,16.4
12.082637,54.101407,18.9
12.082934,54.101973,17.6
12.082762,54.102781,16.7
12.082791,54.103181,16.2
12.082336,54.106565,11.7
12.082020,54.101670,18.5
12.081709,54.101658,18.9
12.081706,54.104079,15.9
12.081430,54.103645,16.2
12.081139,54.102197,18.2
12.081068,54.103179,17.1
12.080854,54.105793,12.6
12.080643,54.102463,18.0
12.080668,54.105564,13.3
12.080741,54.105669,13.0
12.080718,54.105643,13.1
12.080702,54.105615,13.1
12.080763,54.105696,13.0
12.080682,54.105832,12.8
12.080639,54.105847,12.8
12.080501,54.105650,13.2
12.080572,54.105757,13.0
12.080554,54.105735,13.1
12.080507,54.105763,13.0
12.080593,54.105861,12.8
12.080504,54.105889,12.9
12.080319,54.103368,17.2
12.080427,54.103994,16.7
12.080456,54.105565,13.4
12.080354,54.105484,13.4
12.080357,54.105601,13.3
12.080339,54.105662,13.3
12.080414,54.105793,13.1
12.080259,54.105489,13.5
12.080264,54.105615,13.4
12.080204,54.105686,13.3
12.080247,54.105842,13.2
12.080201,54.105856,13.2
12.080283,54.105959,13.1
12.080117,54.105340,13.7
12.080114,54.105499,13.5
12.080061,54.105498,13.5
12.080131,54.105641,13.4
12.080032,54.105658,13.5
12.080112,54.105702,13.4
12.080115,54.105884,13.2
12.080111,54.106015,13.2
12.080241,54.106112,13.2
12.080101,54.106780,11.4
12.079963,54.105503,13.6
12.079975,54.105653,13.5
12.079814,54.102192,18.5
12.079782,54.102959,18.1
12.079812,54.103604,17.2
12.079814,54.105510,13.6
12.079658,54.105513,13.7
12.079748,54.105617,13.6
12.079768,54.106147,12.9
12.079594,54.105569,13.7
12.079580,54.105548,13.8
12.079472,54.106922,11.3
12.079392,54.106906,11.4
12.079227,54.104404,15.4
12.079226,54.102743,18.4
12.079232,54.106646,11.8
12.079055,54.106968,11.6
12.079123,54.107143,11.4
12.078962,54.104230,15.9
12.078963,54.103231,17.8
12.078875,54.106282,12.8
12.078581,54.106060,13.2
12.077976,54.103267,18.3
12.077937,54.103282,18.2
12.077766,54.103078,18.7
12.077483,54.103633,17.4
12.077754,54.104611,15.6
12.077429,54.104930,15.3
12.077696,54.105375,14.6
12.077368,54.102931,18.9
12.077370,54.103532,17.6
12.077117,54.103731,17.2
12.077380,54.103860,17.1
12.077202,54.104740,15.6
12.076962,54.102527,19.5
12.076495,54.102735,19.2
12.076505,54.102917,18.8
12.076442,54.102718,19.3
12.076379,54.103546,17.7
12.076196,54.103409,17.9
12.075752,54.103863,16.6
12.075160,54.103362,17.5
12.074872,54.106868,13.0
12.074559,54.103196,18.0
12.088827,54.111040,2.7
12.082129,54.108044,9.5
12.081244,54.107772,10.1
12.080824,54.108913,9.6
12.080607,54.108660,9.7
12.080530,54.108707,10.0
12.080611,54.108942,10.1
12.080113,54.107837,10.2
12.080265,54.107888,10.1
12.079921,54.107635,10.6
12.079882,54.107734,10.3
12.079775,54.108140,10.3
12.079552,54.107449,10.8
12.079371,54.107461,10.9
12.079158,54.107231,11.2
12.104847,54.060100,37.8
12.104330,54.061661,38.0
12.104072,54.061516,37.5
12.103628,54.060044,39.1
12.102700,54.060815,39.2
12.102405,54.060266,39.7
12.102564,54.060395,39.3
12.101850,54.058378,38.2
12.101818,54.059994,38.9
12.101635,54.060936,39.2
12.101535,54.060175,39.2
12.101266,54.059311,38.7
12.101135,54.059689,38.8
12.101285,54.060334,39.2
12.101238,54.060324,39.2
12.100946,54.058789,38.4
12.100886,54.058776,38.4
12.100949,54.059838,38.8
12.100849,54.059999,38.8
12.100794,54.059987,38.7
12.100872,54.060227,38.8
12.100827,54.060218,38.8
12.100653,54.059890,38.9
12.100614,54.058558,38.2
12.100650,54.060598,38.7
12.100438,54.060549,38.3
12.100335,54.059298,38.7
12.100202,54.059566,38.7
12.099983,54.059971,38.6
12.100078,54.059594,38.7
12.099927,54.059960,38.7
12.099749,54.060367,38.5
12.099521,54.058751,39.6
12.099501,54.058779,39.6
12.099648,54.060123,38.8
12.099354,54.060951,38.2
12.099475,54.059287,38.9
12.099341,54.059435,39.4
12.099203,54.059596,39.5
12.099115,54.058727,40.5
12.099104,54.059993,39.0
12.098674,54.061618,40.2
12.104936,54.066518,35.9
12.104973,54.067587,35.7
12.104956,54.067914,34.5
12.104778,54.065265,37.5
12.104750,54.064038,35.4
12.104622,54.065046,37.3
12.104686,54.065300,37.5
12.104723,54.067241,35.9
12.104578,54.065064,37.3
12.104536,54.065082,37.3
12.104493,54.065099,37.3
12.104499,54.065162,37.2
12.104459,54.065178,37.3
12.104552,54.065345,37.4
12.104412,54.065194,37.3
12.104332,54.064786,36.7
12.104406,54.064975,37.1
12.104402,54.064909,37.1
12.104308,54.064948,37.2
12.104318,54.065168,37.4
12.104326,54.065228,37.4
12.104245,54.064820,36.9
12.104157,54.064857,37.1
12.104262,54.064966,37.2
12.104171,54.064999,37.3
12.104240,54.065263,37.4
12.104190,54.065283,37.4
12.103853,54.064983,37.9
12.104239,54.064760,36.8
12.103941,54.064947,37.8
12.103885,54.064898,37.8
12.103800,54.064934,37.9
12.103716,54.065045,37.7
12.103623,54.065079,37.7
12.103540,54.065117,37.7
12.103486,54.065072,37.9
12.103562,54.065245,37.6
12.103410,54.064871,38.0
12.103416,54.065167,37.6
12.103427,54.065883,38.9
12.103114,54.067019,36.7
12.102975,54.063281,39.6
12.102563,54.062774,39.0
12.101568,54.066553,38.1
12.101365,54.062687,38.2
12.101320,54.062698,38.3
12.101353,54.066367,38.3
12.101278,54.066306,38.4
12.100336,54.066245,39.3
12.099796,54.088869,19.9
12.095308,54.088597,19.8
12.105017,54.095774,6.3
12.104878,54.097326,3.1
12.104519,54.090987,12.1
12.103171,54.095403,8.1
12.102892,54.095401,8.3
12.101219,54.092470,11.2
12.100426,54.092112,12.1
12.100036,54.090496,15.0
12.099962,54.090758,13.8
12.099845,54.091089,12.5
12.099602,54.096274,9.6
12.099437,54.096083,10.2
12.098925,54.096920,10.7
12.098782,54.092029,10.1
12.098757,54.097016,11.7
12.098440,54.096925,11.6
12.098243,54.093511,10.4
12.098249,54.093691,10.8
12.098465,54.094856,12.0
12.098060,54.095085,11.6
12.097718,54.093374,11.1
12.097541,54.092077,12.0
12.097388,54.091998,12.6
12.097549,54.097325,12.8
12.097480,54.097376,12.7
12.097250,54.094063,11.1
12.097206,54.093106,13.3
12.097082,54.097372,12.6
12.095411,54.096342,15.0
12.095614,54.098174,12.3
12.094960,54.095987,12.9
12.094540,54.091365,15.2
12.094698,54.097280,12.9
12.094502,54.091413,15.3
12.094227,54.095584,14.9
12.094247,54.096849,13.1
12.093860,54.097023,13.2
12.093477,54.093228,17.8
12.093467,54.097933,15.0
12.093532,54.097960,14.7
12.093093,54.089789,20.1
12.091322,54.093642,20.7
12.091088,54.092075,19.9
12.090659,54.096984,16.0
12.090777,54.091889,20.3
12.090055,54.094014,20.5
12.091044,54.102584,12.6
12.100428,54.099813,3.0
12.098551,54.098677,6.3
12.098520,54.098699,7.3
12.098602,54.098814,6.6
12.098533,54.098858,6.6
12.098457,54.098904,7.0
12.094931,54.102154,11.2
12.094878,54.102133,11.4
12.095026,54.104310,10.2
12.094328,54.103126,10.9
12.091490,54.100381,15.1
12.090628,54.102590,12.7
12.120123,54.061158,32.0
12.116525,54.059795,32.9
12.116497,54.060789,33.0
12.116499,54.060879,33.1
12.116517,54.061061,33.5
12.116523,54.061151,33.7
12.116564,54.061233,33.8
12.116512,54.061329,34.2
12.116599,54.061407,34.5
12.116436,54.058729,34.4
12.116477,54.058906,34.1
12.116486,54.059084,34.0
12.116463,54.059273,34.0
12.116473,54.059451,33.8
12.116450,54.059629,33.3
12.116419,54.060157,33.4
12.116346,54.060973,33.6
12.116345,54.061110,33.9
12.116170,54.058823,34.5
12.116211,54.059001,34.4
12.116220,54.059178,34.2
12.116151,54.060762,33.5
12.116074,54.059331,34.7
12.116102,54.060804,33.5
12.116011,54.060921,33.7
12.115834,54.058398,34.8
12.115925,54.058461,34.7
12.115837,54.059836,34.0
12.115816,54.060173,34.2
12.115826,54.060247,34.1
12.115816,54.060395,34.0
12.115814,54.060376,34.0
12.115826,54.060544,34.0
12.115908,54.061695,35.1
12.115726,54.058324,34.8
12.115771,54.059350,34.4
12.115671,54.059356,34.5
12.115757,54.060618,34.2
12.115509,54.058174,34.9
12.115618,54.058249,34.9
12.115599,54.058236,34.9
12.115572,54.059626,34.6
12.115623,54.059836,34.2
12.115534,54.060881,34.2
12.115565,54.060990,34.2
12.115545,54.061890,35.1
12.115325,54.058508,35.1
12.115390,54.060867,34.1
12.115454,54.061048,34.3
12.115424,54.061066,34.3
12.115470,54.061542,34.9
12.115376,54.058106,35.0
12.115228,54.058428,35.4
12.115422,54.058588,35.0
12.115217,54.059040,35.0
12.115250,54.059217,34.6
12.115262,54.059276,34.5
12.115281,54.060929,34.1
12.115472,54.062052,35.1
